dispute_id,transaction_id,reason,opened_date,resolved_date,outcome
DSP0000000043,TXN0000012270,AMOUNT_INCORRECT,2024-11-30,2025-02-15,LOST
DSP0000000044,TXN0000012592,AMOUNT_INCORRECT,2024-03-04,2024-05-20,LOST
DSP0000000045,TXN0000012655,MERCHANT_DISPUTE,2024-11-22,,PENDING
DSP0000000046,TXN0000012681,AMOUNT_INCORRECT,2024-11-28,2025-02-01,WON
DSP0000000047,TXN0000012727,FRAUD_SUSPECTED,2025-04-19,2025-05-03,LOST
DSP0000000048,TXN0000012797,MERCHANT_DISPUTE,2026-02-03,2026-04-17,WON
DSP0000000049,TXN0000012963,MERCHANT_DISPUTE,2024-09-01,,WON
DSP0000000050,TXN0000013362,DUPLICATE,2025-12-20,2026-02-08,LOST
DSP0000000051,TXN0000013559,MERCHANT_DISPUTE,2023-11-27,2024-02-04,LOST
DSP0000000052,TXN0000013771,NOT_RECEIVED,2024-04-07,2024-05-23,WON
DSP0000000053,TXN0000013794,MERCHANT_DISPUTE,2024-06-24,2024-07-31,WON
DSP0000000054,TXN0000014179,MERCHANT_DISPUTE,2023-04-26,2023-06-04,PARTIAL
DSP0000000055,TXN0000014301,NOT_RECEIVED,2024-01-14,,WON
DSP0000000056,TXN0000014731,NOT_RECEIVED,2023-08-26,,LOST
DSP0000000057,TXN0000014951,AMOUNT_INCORRECT,2024-07-24,2024-09-08,WON
DSP0000000058,TXN0000015000,FRAUD_SUSPECTED,2024-08-28,2024-11-13,WON
DSP0000000059,TXN0000015709,FRAUD_SUSPECTED,2025-10-14,,LOST
DSP0000000060,TXN0000016089,MERCHANT_DISPUTE,2024-07-03,2024-09-02,PENDING
DSP0000000061,TXN0000016299,DUPLICATE,2026-02-26,,WON
DSP0000000062,TXN0000016532,DUPLICATE,2024-05-22,2024-06-15,LOST
DSP0000000063,TXN0000016756,NOT_RECEIVED,2025-10-24,2025-12-14,WON
DSP0000000064,TXN0000017046,ATM_CASH_NOT_RECEIVED,2026-02-14,2026-04-29,WON
DSP0000000065,TXN0000017059,DUPLICATE,2026-02-18,2026-04-12,LOST
DSP0000000066,TXN0000017813,FRAUD_SUSPECTED,2025-09-09,2025-10-29,PARTIAL
DSP0000000067,TXN0000018857,FRAUD_SUSPECTED,2025-10-06,2025-11-12,PENDING
DSP0000000068,TXN0000019083,FRAUD_SUSPECTED,2025-06-28,2025-09-05,LOST
DSP0000000069,TXN0000019208,FRAUD_SUSPECTED,2024-10-08,2025-01-05,PENDING
DSP0000000070,TXN0000019493,MERCHANT_DISPUTE,2025-07-30,2025-09-01,WON
DSP0000000071,TXN0000019689,MERCHANT_DISPUTE,2023-06-30,2023-07-09,PARTIAL
DSP0000000072,TXN0000020316,MERCHANT_DISPUTE,2026-02-05,2026-04-06,LOST
DSP0000000073,TXN0000020901,MERCHANT_DISPUTE,2026-01-04,2026-02-15,WON
DSP0000000074,TXN0000021384,DUPLICATE,2024-11-27,2025-01-12,WON
DSP0000000075,TXN0000021546,DUPLICATE,2026-03-22,2026-05-31,WON
DSP0000000076,TXN0000021578,AMOUNT_INCORRECT,2025-12-05,2026-02-28,WON
DSP0000000077,TXN0000021603,MERCHANT_DISPUTE,2025-10-18,2025-12-20,WON
DSP0000000078,TXN0000021624,FRAUD_SUSPECTED,2025-11-15,2025-11-30,WON
DSP0000000079,TXN0000021726,NOT_RECEIVED,2023-12-24,,WON
DSP0000000080,TXN0000021920,AMOUNT_INCORRECT,2025-12-13,2026-02-23,WON
DSP0000000081,TXN0000021932,NOT_RECEIVED,2025-12-01,2025-12-26,WON
DSP0000000082,TXN0000021998,MERCHANT_DISPUTE,2026-03-20,2026-03-28,WON
DSP0000000083,TXN0000022226,NOT_RECEIVED,2024-02-13,2024-04-12,WON
DSP0000000084,TXN0000022364,DUPLICATE,2024-11-30,2024-12-05,WON
DSP0000000085,TXN0000022866,DUPLICATE,2024-03-26,2024-05-28,PARTIAL
DSP0000000086,TXN0000023673,DUPLICATE,2024-05-15,2024-07-14,LOST
DSP0000000087,TXN0000023963,NOT_RECEIVED,2025-12-19,2026-03-01,PARTIAL
DSP0000000088,TXN0000024304,ATM_CASH_NOT_RECEIVED,2025-12-30,2026-01-19,LOST
DSP0000000089,TXN0000024326,DUPLICATE,2026-02-07,2026-03-06,WON
DSP0000000090,TXN0000024681,NOT_RECEIVED,2026-01-02,,WON
DSP0000000091,TXN0000024988,NOT_RECEIVED,2024-05-03,2024-07-15,WON
DSP0000000092,TXN0000025410,AMOUNT_INCORRECT,2023-11-06,2024-01-21,WON
DSP0000000093,TXN0000025618,DUPLICATE,2024-07-20,2024-09-28,LOST
DSP0000000094,TXN0000025803,UNAUTHORIZED_TRANSFER,2025-04-21,2025-05-29,LOST
DSP0000000095,TXN0000025906,FRAUD_SUSPECTED,2026-01-16,2026-03-13,LOST
DSP0000000096,TXN0000026092,AMOUNT_INCORRECT,2024-05-16,2024-06-28,LOST
DSP0000000097,TXN0000026105,MERCHANT_DISPUTE,2024-06-23,2024-08-16,WON
DSP0000000098,TXN0000026230,FRAUD_SUSPECTED,2025-02-05,2025-04-29,WON
DSP0000000099,TXN0000026273,DUPLICATE,2025-04-27,2025-07-08,PARTIAL
DSP0000000100,TXN0000026386,AMOUNT_INCORRECT,2025-08-16,2025-09-17,WON
DSP0000000101,TXN0000026416,NOT_RECEIVED,2025-10-26,2025-12-28,LOST
DSP0000000102,TXN0000026752,NOT_RECEIVED,2024-08-24,2024-09-03,LOST
DSP0000000103,TXN0000026849,FRAUD_SUSPECTED,2024-12-07,2025-02-28,PENDING
DSP0000000104,TXN0000026898,DUPLICATE,2025-03-09,2025-04-16,PARTIAL
DSP0000000105,TXN0000027079,MERCHANT_DISPUTE,2025-08-25,2025-11-23,PENDING
DSP0000000106,TXN0000027417,NOT_RECEIVED,2024-09-28,2024-11-03,WON
DSP0000000107,TXN0000027671,NOT_RECEIVED,2024-12-09,2025-02-12,PARTIAL
DSP0000000108,TXN0000027950,FRAUD_SUSPECTED,2025-11-16,2025-12-17,PARTIAL
DSP0000000109,TXN0000028562,NOT_RECEIVED,2025-08-25,2025-09-22,WON
DSP0000000110,TXN0000028643,MERCHANT_DISPUTE,2025-10-07,2025-11-09,LOST
DSP0000000111,TXN0000029440,FRAUD_SUSPECTED,2025-06-30,2025-09-12,LOST
DSP0000000112,TXN0000030420,FRAUD_SUSPECTED,2026-03-11,2026-05-11,LOST
DSP0000000113,TXN0000030532,DUPLICATE,2026-01-27,2026-04-15,PARTIAL
DSP0000000114,TXN0000032294,AMOUNT_INCORRECT,2026-02-04,2026-03-01,WON
DSP0000000115,TXN0000032441,NOT_RECEIVED,2023-12-21,2024-02-08,LOST
DSP0000000116,TXN0000032741,DUPLICATE,2023-01-18,2023-02-02,PARTIAL
DSP0000000117,TXN0000033080,DUPLICATE,2025-04-17,,WON
DSP0000000118,TXN0000033272,DUPLICATE,2024-05-18,2024-08-04,LOST
DSP0000000119,TXN0000033601,AMOUNT_INCORRECT,2024-03-28,2024-04-23,WON
DSP0000000120,TXN0000034095,NOT_RECEIVED,2025-09-22,2025-12-17,LOST
DSP0000000121,TXN0000034354,FRAUD_SUSPECTED,2025-05-27,2025-06-22,WON
DSP0000000122,TXN0000034655,AMOUNT_INCORRECT,2023-11-25,2024-01-11,WON
DSP0000000123,TXN0000035189,AMOUNT_INCORRECT,2024-02-20,2024-04-16,PENDING
DSP0000000124,TXN0000035283,FRAUD_SUSPECTED,2024-06-15,2024-09-12,LOST
DSP0000000125,TXN0000035478,FRAUD_SUSPECTED,2025-06-29,2025-08-25,WON
DSP0000000126,TXN0000035969,AMOUNT_INCORRECT,2024-04-05,,PARTIAL
DSP0000000127,TXN0000036089,MERCHANT_DISPUTE,2024-06-01,2024-07-29,WON
DSP0000000128,TXN0000036295,FRAUD_SUSPECTED,2025-05-22,2025-07-17,WON
DSP0000000129,TXN0000036628,FRAUD_SUSPECTED,2023-05-01,2023-06-12,LOST
DSP0000000130,TXN0000036900,DUPLICATE,2024-05-03,2024-07-07,WON
DSP0000000131,TXN0000037658,DUPLICATE,2025-06-22,2025-08-23,WON
DSP0000000132,TXN0000037675,AMOUNT_INCORRECT,2025-08-03,2025-08-10,LOST
DSP0000000133,TXN0000037952,FRAUD_SUSPECTED,2023-05-17,2023-06-02,LOST
DSP0000000134,TXN0000038131,NOT_RECEIVED,2024-04-05,2024-06-03,LOST
DSP0000000135,TXN0000038357,AMOUNT_INCORRECT,2025-05-31,2025-07-15,LOST
DSP0000000136,TXN0000039042,NOT_RECEIVED,2024-06-24,2024-09-20,WON
DSP0000000137,TXN0000039082,AMOUNT_INCORRECT,2024-08-12,2024-09-22,WON
DSP0000000138,TXN0000039398,MERCHANT_DISPUTE,2023-07-12,2023-08-01,LOST
DSP0000000139,TXN0000039433,UNAUTHORIZED_TRANSFER,2023-09-13,2023-10-04,WON
DSP0000000140,TXN0000040014,FRAUD_SUSPECTED,2023-05-09,2023-06-29,LOST
DSP0000000141,TXN0000040113,MERCHANT_DISPUTE,2023-09-06,2023-11-20,WON
DSP0000000142,TXN0000040494,NOT_RECEIVED,2026-02-26,2026-04-08,LOST
DSP0000000143,TXN0000040846,MERCHANT_DISPUTE,2024-12-06,,WON
DSP0000000144,TXN0000041007,AMOUNT_INCORRECT,2025-08-27,2025-09-29,PARTIAL
DSP0000000145,TXN0000041033,FRAUD_SUSPECTED,2025-10-07,2026-01-01,PENDING
DSP0000000146,TXN0000041114,DUPLICATE,2025-06-06,2025-08-20,PARTIAL
DSP0000000147,TXN0000041528,SCAM_SUSPECTED,2024-05-21,2024-06-07,LOST
DSP0000000148,TXN0000041654,MERCHANT_DISPUTE,2025-01-27,2025-03-19,LOST
DSP0000000149,TXN0000041834,AMOUNT_INCORRECT,2025-10-27,,WON
DSP0000000150,TXN0000042310,NOT_RECEIVED,2025-06-04,,LOST
DSP0000000151,TXN0000042368,MERCHANT_DISPUTE,2025-12-08,2026-03-06,LOST
DSP0000000152,TXN0000042861,AMOUNT_INCORRECT,2025-04-08,2025-06-06,WON
DSP0000000153,TXN0000043226,AMOUNT_INCORRECT,2025-05-21,2025-07-15,WON
DSP0000000154,TXN0000043240,FRAUD_SUSPECTED,2025-05-07,2025-06-17,WON
DSP0000000155,TXN0000043260,DUPLICATE,2025-07-17,2025-07-26,WON
DSP0000000156,TXN0000043335,MERCHANT_DISPUTE,2025-10-25,2025-11-25,PARTIAL
DSP0000000157,TXN0000043545,MERCHANT_DISPUTE,2023-03-24,2023-04-19,WON
DSP0000000158,TXN0000043855,NOT_RECEIVED,2024-10-29,2025-01-12,WON
DSP0000000159,TXN0000043891,DUPLICATE,2024-11-20,2024-12-21,WON
DSP0000000160,TXN0000044116,SCAM_SUSPECTED,2025-06-21,,WON
DSP0000000161,TXN0000044317,UNAUTHORIZED_TRANSFER,2023-06-10,2023-08-24,WON
DSP0000000162,TXN0000044839,WRONG_BENEFICIARY,2026-02-12,2026-04-28,WON
DSP0000000163,TXN0000044982,AMOUNT_INCORRECT,2024-05-10,2024-07-11,WON
DSP0000000164,TXN0000044992,FRAUD_SUSPECTED,2024-05-30,2024-07-10,WON
DSP0000000165,TXN0000045255,AMOUNT_INCORRECT,2026-01-01,2026-02-27,PARTIAL
DSP0000000166,TXN0000045850,NOT_RECEIVED,2025-06-23,2025-09-12,LOST
DSP0000000167,TXN0000046875,FRAUD_SUSPECTED,2025-11-10,2026-01-28,WON
DSP0000000168,TXN0000047145,NOT_RECEIVED,2025-01-29,2025-04-24,PARTIAL
DSP0000000169,TXN0000047284,NOT_RECEIVED,2025-10-23,2025-10-29,WON
DSP0000000170,TXN0000047404,NOT_RECEIVED,2024-07-07,2024-08-18,WON
DSP0000000171,TXN0000047416,MERCHANT_DISPUTE,2024-07-08,2024-09-15,LOST
DSP0000000172,TXN0000047431,AMOUNT_INCORRECT,2024-08-23,,WON
DSP0000000173,TXN0000047693,FRAUD_SUSPECTED,2025-09-07,2025-10-29,PARTIAL
DSP0000000174,TXN0000048687,FRAUD_SUSPECTED,2024-04-24,2024-06-09,WON
DSP0000000175,TXN0000049060,MERCHANT_DISPUTE,2023-06-25,2023-08-04,WON
DSP0000000176,TXN0000049766,NOT_RECEIVED,2023-06-13,2023-07-23,WON
DSP0000000177,TXN0000050118,MERCHANT_DISPUTE,2025-01-10,2025-02-02,PARTIAL
DSP0000000178,TXN0000050876,FRAUD_SUSPECTED,2025-10-28,2025-12-28,PARTIAL
DSP0000000179,TXN0000051525,MERCHANT_DISPUTE,2026-02-20,2026-04-06,PARTIAL
DSP0000000180,TXN0000051814,FRAUD_SUSPECTED,2023-09-12,2023-10-29,WON
DSP0000000181,TXN0000051856,FRAUD_SUSPECTED,2024-10-08,,LOST
DSP0000000182,TXN0000052099,NOT_RECEIVED,2026-02-11,2026-04-15,WON
DSP0000000183,TXN0000052464,DUPLICATE,2026-01-25,2026-02-12,LOST
DSP0000000184,TXN0000053005,FRAUD_SUSPECTED,2026-02-17,2026-04-28,LOST
DSP0000000185,TXN0000053025,NOT_RECEIVED,2026-02-10,2026-04-26,WON
DSP0000000186,TXN0000053142,NOT_RECEIVED,2025-12-11,2026-02-16,WON
DSP0000000187,TXN0000053809,DUPLICATE,2025-02-14,2025-05-10,PARTIAL
DSP0000000188,TXN0000055357,NOT_RECEIVED,2025-09-11,2025-11-06,WON
DSP0000000189,TXN0000055491,FRAUD_SUSPECTED,2025-10-20,,WON
DSP0000000190,TXN0000055623,DUPLICATE,2025-07-08,2025-08-08,LOST
DSP0000000191,TXN0000055768,MERCHANT_DISPUTE,2025-10-10,2025-10-17,LOST
DSP0000000192,TXN0000055920,AMOUNT_INCORRECT,2023-09-24,2023-11-22,WON
DSP0000000193,TXN0000056112,AMOUNT_INCORRECT,2025-04-29,,WON
DSP0000000194,TXN0000056327,WRONG_BENEFICIARY,2024-01-26,,WON
DSP0000000195,TXN0000056363,MERCHANT_DISPUTE,2024-09-01,2024-10-04,LOST
DSP0000000196,TXN0000056763,MERCHANT_DISPUTE,2024-07-12,2024-09-20,WON
DSP0000000197,TXN0000056844,UNAUTHORIZED_TRANSFER,2024-12-20,2025-03-08,WON
DSP0000000198,TXN0000057060,DUPLICATE,2026-02-09,2026-05-03,PENDING
DSP0000000199,TXN0000057293,DUPLICATE,2026-02-09,2026-03-29,LOST
DSP0000000200,TXN0000057553,FRAUD_SUSPECTED,2024-03-15,2024-05-13,PARTIAL
DSP0000000201,TXN0000058647,UNAUTHORIZED_TRANSFER,2025-08-17,2025-09-04,LOST
DSP0000000202,TXN0000058948,UNAUTHORIZED_TRANSFER,2024-12-22,,LOST
DSP0000000203,TXN0000059440,AMOUNT_INCORRECT,2024-12-29,2025-03-23,PARTIAL
DSP0000000204,TXN0000059928,NOT_RECEIVED,2025-10-05,2025-11-02,WON
DSP0000000205,TXN0000060076,DUPLICATE,2024-11-30,2025-01-28,WON
DSP0000000206,TXN0000061104,FRAUD_SUSPECTED,2024-12-07,2024-12-29,LOST
DSP0000000207,TXN0000061339,FRAUD_SUSPECTED,2024-04-15,2024-04-29,WON
DSP0000000208,TXN0000061442,MERCHANT_DISPUTE,2025-05-06,2025-07-31,WON
DSP0000000209,TXN0000061448,FRAUD_SUSPECTED,2025-04-21,2025-05-13,WON
DSP0000000210,TXN0000061635,DUPLICATE,2026-01-24,2026-03-03,LOST
DSP0000000211,TXN0000061705,DUPLICATE,2023-05-27,2023-07-05,WON
DSP0000000212,TXN0000061812,DUPLICATE,2023-10-16,2023-12-19,WON
DSP0000000213,TXN0000062137,DUPLICATE,2025-06-27,2025-09-13,LOST
DSP0000000214,TXN0000062587,MERCHANT_DISPUTE,2026-02-07,2026-04-02,WON
DSP0000000215,TXN0000062609,AMOUNT_INCORRECT,2024-04-04,2024-06-11,LOST
DSP0000000216,TXN0000063023,FRAUD_SUSPECTED,2024-11-23,2024-12-02,PENDING
DSP0000000217,TXN0000063159,FRAUD_SUSPECTED,2025-04-26,2025-06-11,WON
DSP0000000218,TXN0000063278,NOT_RECEIVED,2026-03-13,,LOST
DSP0000000219,TXN0000063686,FRAUD_SUSPECTED,2024-11-18,2025-01-16,WON
DSP0000000220,TXN0000064037,DUPLICATE,2026-01-21,2026-04-08,LOST
DSP0000000221,TXN0000064093,FRAUD_SUSPECTED,2026-04-12,2026-05-29,PARTIAL
DSP0000000222,TXN0000064235,AMOUNT_INCORRECT,2026-03-30,2026-05-20,WON
DSP0000000223,TXN0000064733,MERCHANT_DISPUTE,2025-07-25,2025-09-24,WON
DSP0000000224,TXN0000065287,MERCHANT_DISPUTE,2025-12-23,2026-03-06,WON
DSP0000000225,TXN0000066135,DUPLICATE,2024-08-29,2024-09-15,LOST
DSP0000000226,TXN0000066567,WRONG_BENEFICIARY,2023-05-29,2023-08-26,WON
DSP0000000227,TXN0000066619,NOT_RECEIVED,2024-01-06,2024-03-26,LOST
DSP0000000228,TXN0000066656,SCAM_SUSPECTED,2024-02-04,2024-03-13,WON
DSP0000000229,TXN0000066826,FRAUD_SUSPECTED,2025-06-08,2025-07-17,WON
DSP0000000230,TXN0000067005,DUPLICATE,2026-04-05,,WON
DSP0000000231,TXN0000068669,NOT_RECEIVED,2025-04-29,2025-06-28,WON
DSP0000000232,TXN0000068713,AMOUNT_INCORRECT,2025-06-14,2025-08-26,WON
DSP0000000233,TXN0000068718,FRAUD_SUSPECTED,2025-05-26,2025-08-09,WON
DSP0000000234,TXN0000068733,FRAUD_SUSPECTED,2025-05-10,2025-06-03,LOST
DSP0000000235,TXN0000068796,NOT_RECEIVED,2025-07-17,2025-09-11,WON
DSP0000000236,TXN0000068979,AMOUNT_INCORRECT,2026-01-18,2026-04-10,WON
DSP0000000237,TXN0000070148,FRAUD_SUSPECTED,2025-10-27,2025-11-27,WON
DSP0000000238,TXN0000070872,NOT_RECEIVED,2023-10-20,2023-12-30,WON
DSP0000000239,TXN0000071530,DUPLICATE,2025-06-05,2025-08-21,LOST
DSP0000000240,TXN0000071730,AMOUNT_INCORRECT,2025-02-09,2025-03-01,LOST
DSP0000000241,TXN0000071988,AMOUNT_INCORRECT,2026-03-16,2026-05-18,LOST
DSP0000000242,TXN0000072147,UNAUTHORIZED_TRANSFER,2024-07-26,2024-09-25,PENDING
DSP0000000243,TXN0000073037,NOT_RECEIVED,2025-10-17,2025-12-20,WON
DSP0000000244,TXN0000073567,MERCHANT_DISPUTE,2023-04-13,2023-07-08,WON
DSP0000000245,TXN0000073677,DUPLICATE,2023-07-31,2023-10-11,WON
DSP0000000246,TXN0000073717,NOT_RECEIVED,2024-01-21,2024-04-12,LOST
DSP0000000247,TXN0000073720,AMOUNT_INCORRECT,2023-12-22,2024-02-01,WON
DSP0000000248,TXN0000074704,NOT_RECEIVED,2025-10-06,2025-11-15,WON
DSP0000000249,TXN0000075569,MERCHANT_DISPUTE,2024-05-19,2024-08-10,LOST
DSP0000000250,TXN0000075685,DUPLICATE,2024-12-17,2025-02-16,WON
DSP0000000251,TXN0000075711,NOT_RECEIVED,2024-12-23,2025-02-20,WON
DSP0000000252,TXN0000076588,NOT_RECEIVED,2024-10-11,2024-10-28,LOST
DSP0000000253,TXN0000076598,MERCHANT_DISPUTE,2024-10-01,2024-12-12,WON
DSP0000000254,TXN0000077745,DUPLICATE,2023-09-23,2023-12-03,WON
DSP0000000255,TXN0000077837,MERCHANT_DISPUTE,2024-05-03,2024-05-21,LOST
DSP0000000256,TXN0000077999,NOT_RECEIVED,2025-03-29,2025-04-26,WON
DSP0000000257,TXN0000078116,FRAUD_SUSPECTED,2025-05-18,,LOST
DSP0000000258,TXN0000078776,AMOUNT_INCORRECT,2025-12-15,2026-02-26,WON
DSP0000000259,TXN0000078857,MERCHANT_DISPUTE,2023-04-28,2023-05-10,WON
DSP0000000260,TXN0000079609,DUPLICATE,2024-01-06,2024-03-25,LOST
DSP0000000261,TXN0000079883,NOT_RECEIVED,2025-02-13,2025-03-22,WON
DSP0000000262,TXN0000080001,FRAUD_SUSPECTED,2026-01-16,2026-02-09,PARTIAL
DSP0000000263,TXN0000080177,DUPLICATE,2023-09-26,2023-10-10,WON
DSP0000000264,TXN0000080312,FRAUD_SUSPECTED,2024-09-09,,PARTIAL
DSP0000000265,TXN0000080969,DUPLICATE,2025-09-28,2025-11-12,LOST
DSP0000000266,TXN0000081053,MERCHANT_DISPUTE,2023-03-30,2023-04-08,LOST
DSP0000000267,TXN0000081058,AMOUNT_INCORRECT,2023-02-28,2023-05-17,PENDING
DSP0000000268,TXN0000081275,FRAUD_SUSPECTED,2024-03-04,,WON
DSP0000000269,TXN0000081628,AMOUNT_INCORRECT,2026-01-09,2026-01-28,LOST
DSP0000000270,TXN0000081817,MERCHANT_DISPUTE,2024-05-14,2024-07-31,PARTIAL
DSP0000000271,TXN0000082590,FRAUD_SUSPECTED,2024-08-30,2024-10-26,WON
DSP0000000272,TXN0000082718,DUPLICATE,2025-04-03,2025-06-07,WON
DSP0000000273,TXN0000082744,MERCHANT_DISPUTE,2025-02-22,2025-04-19,PARTIAL
DSP0000000274,TXN0000082792,AMOUNT_INCORRECT,2025-07-19,2025-08-18,PARTIAL
DSP0000000275,TXN0000082839,DUPLICATE,2025-12-28,2026-01-15,WON
DSP0000000276,TXN0000083353,AMOUNT_INCORRECT,2023-11-06,2024-01-15,LOST
DSP0000000277,TXN0000083612,MERCHANT_DISPUTE,2024-12-08,2025-01-27,WON
DSP0000000278,TXN0000084378,NOT_RECEIVED,2024-11-27,2024-12-21,PARTIAL
DSP0000000279,TXN0000084777,MERCHANT_DISPUTE,2025-11-22,2025-12-11,PARTIAL
DSP0000000280,TXN0000085150,NOT_RECEIVED,2026-03-25,2026-05-14,LOST
DSP0000000281,TXN0000085228,NOT_RECEIVED,2025-02-17,2025-03-23,PARTIAL
DSP0000000282,TXN0000085238,NOT_RECEIVED,2025-03-30,,LOST
DSP0000000283,TXN0000085383,FRAUD_SUSPECTED,2025-05-07,,WON
DSP0000000284,TXN0000085434,FRAUD_SUSPECTED,2025-10-15,2025-12-27,WON
DSP0000000285,TXN0000085631,DUPLICATE,2025-02-15,2025-04-02,WON
DSP0000000286,TXN0000085728,AMOUNT_INCORRECT,2025-08-26,2025-09-30,WON
DSP0000000287,TXN0000085803,DUPLICATE,2026-01-04,2026-03-22,PENDING
DSP0000000288,TXN0000086084,AMOUNT_INCORRECT,2024-08-01,2024-10-07,WON
DSP0000000289,TXN0000086566,FRAUD_SUSPECTED,2023-09-10,,LOST
DSP0000000290,TXN0000086590,DUPLICATE,2023-09-20,2023-11-28,PENDING
DSP0000000291,TXN0000087102,AMOUNT_INCORRECT,2025-09-22,,PENDING
DSP0000000292,TXN0000087129,AMOUNT_INCORRECT,2025-08-22,,PARTIAL
DSP0000000293,TXN0000087419,NOT_RECEIVED,2024-08-24,2024-09-20,LOST
DSP0000000294,TXN0000088360,FRAUD_SUSPECTED,2025-09-09,2025-12-02,LOST
DSP0000000295,TXN0000088809,MERCHANT_DISPUTE,2024-09-17,2024-10-12,PENDING
DSP0000000296,TXN0000089303,MERCHANT_DISPUTE,2024-09-13,2024-10-11,LOST
DSP0000000297,TXN0000089309,SCAM_SUSPECTED,2024-11-17,,WON
DSP0000000298,TXN0000089331,DUPLICATE,2024-09-23,2024-11-24,WON
DSP0000000299,TXN0000089335,MERCHANT_DISPUTE,2024-10-29,2024-11-05,LOST
DSP0000000300,TXN0000090605,DUPLICATE,2024-11-16,2024-12-19,WON
DSP0000000301,TXN0000090935,DUPLICATE,2025-05-05,2025-06-09,LOST
DSP0000000302,TXN0000091194,FRAUD_SUSPECTED,2023-02-06,,WON
DSP0000000303,TXN0000091222,MERCHANT_DISPUTE,2023-02-05,,PENDING
DSP0000000304,TXN0000091837,NOT_RECEIVED,2024-06-12,2024-09-02,WON
DSP0000000305,TXN0000091935,SCAM_SUSPECTED,2024-09-08,2024-10-04,WON
DSP0000000306,TXN0000092179,DUPLICATE,2025-12-22,2026-03-06,WON
